nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
svg-sprite	366	52	550	373	9	1248	4	87	2	1	0	0	896	8	20	24	285	6898	167	1365	1	120	3309	52	214	353	94	0	3	10	955	5	4	125	14	170	266	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wufoo	31	3	146	58	0	219	0	4	0	0	0	0	235	3	3	10	121	956	10	146	0	3	303	6	4	5	6	0	0	0	51	0	0	3	3	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zid	3	0	23	8	0	31	6	0	0	0	0	0	30	2	0	1	3	101	4	39	0	0	25	4	0	0	1	0	0	0	0	4	6	3	3	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fprefix-style	5	0	9	6	0	6	0	0	0	0	0	0	4	0	2	2	2	61	3	6	0	2	15	0	1	0	3	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anzu	20	4	33	11	0	32	0	0	0	0	0	0	41	0	0	0	15	236	8	27	0	10	103	6	8	14	7	0	0	0	48	0	0	4	0	12	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4
bitwriter	40	48	129	49	0	399	14	1	0	0	0	0	244	5	0	8	75	1420	41	545	0	13	504	21	39	78	48	1	0	0	98	13	14	49	5	90	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buffertrim	2	12	11	6	2	20	0	0	0	0	0	0	12	2	0	0	7	74	2	45	0	0	16	12	0	0	3	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cachep2p	21	8	41	57	0	79	0	1	0	0	0	0	73	3	0	2	22	476	15	103	0	7	213	2	6	16	3	0	0	0	1	0	0	13	3	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cert-munger	1	8	45	4	0	65	0	0	0	0	0	0	54	0	0	0	26	224	10	84	0	0	47	2	14	41	0	0	0	0	0	0	0	7	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clamshell	9	0	21	18	5	57	0	0	0	0	0	0	51	0	0	0	15	186	5	63	0	0	82	0	0	0	2	0	1	6	0	1	0	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
github-webhook-fixtures	0	0	23	0	0	211	0	0	0	0	0	0	126	0	0	0	23	725	0	73	0	0	464	0	2	8	1	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-z-manager	0	5	8	4	0	24	0	0	0	0	0	0	10	0	0	0	6	83	1	29	0	0	30	1	8	13	3	0	0	0	2	0	0	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-expression	6	0	16	1	0	32	1	0	0	0	0	0	33	0	0	3	7	108	4	41	0	2	25	1	7	4	3	0	0	0	2	1	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itunes-control-api	0	0	11	1	0	23	0	0	0	0	0	0	22	0	0	0	11	79	0	7	0	0	23	0	4	4	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jimp2	459	13	270	936	20	461	2	27	0	8	0	0	467	70	0	21	98	4367	180	1039	4	86	1636	28	14	36	194	25	4	18	663	4	2	120	155	262	277	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-parallax.js	71	4	68	92	0	112	0	3	0	0	0	2	117	2	0	2	24	632	39	153	0	27	321	2	8	50	6	0	0	0	162	0	0	27	1	33	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
listloading	769	47	832	1125	32	959	5	101	1	0	0	0	1205	19	7	44	226	7009	456	1747	1	255	2825	17	93	265	155	1	4	61	1126	1	5	222	27	240	455	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
math-factorial	20	0	23	45	0	42	0	0	0	0	0	0	35	6	0	1	10	250	5	44	0	0	53	0	0	0	5	0	0	0	0	0	0	7	6	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metalsmith-html-minifier	4	0	17	1	0	52	1	0	0	0	0	0	26	0	0	0	13	152	1	55	0	2	41	1	17	20	2	0	0	0	0	0	1	1	0	19	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nativescript-gif	2	0	7	2	0	14	0	0	0	0	0	0	10	0	0	6	0	73	1	10	0	1	27	2	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ng-translator	26	14	57	23	0	85	0	4	0	0	0	0	70	2	2	16	23	457	12	102	0	2	124	2	23	50	18	0	0	0	0	2	0	6	2	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-red-contrib-teslams	63	0	87	35	11	107	2	0	0	0	0	0	165	0	0	8	26	749	29	101	0	9	234	13	20	30	0	0	2	13	26	0	2	1	0	53	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ofx4js	5076	25	3838	476	5	3321	4	25	1	0	0	2	5475	21	12	263	3165	35213	316	3165	0	869	14165	209	1523	3652	1408	1	2	6	2251	79	4	59	23	1970	1977	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phant-output-udp	2	4	9	3	0	22	0	0	0	0	0	0	14	0	0	1	6	95	2	28	0	1	26	2	14	26	1	0	0	0	16	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
piglow-animations	60	14	83	23	0	165	0	0	0	0	0	0	123	0	0	11	47	1178	26	736	0	9	260	15	45	646	34	0	0	0	116	2	0	12	3	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pom-parser	5	0	42	3	0	91	0	0	0	0	0	0	74	0	0	2	34	271	5	51	0	2	98	3	4	4	2	0	0	0	1	2	0	5	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdf-parser-n3	9	0	95	9	0	127	0	1	0	0	0	0	89	0	1	1	64	370	21	73	0	3	105	16	3	1	12	0	0	0	5	0	0	4	4	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slack-dnd	4	1	11	17	0	29	0	2	0	0	0	0	16	1	0	2	4	135	3	41	0	3	36	0	3	10	3	0	0	0	0	0	0	3	1	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spc	94	5	128	27	0	210	3	6	0	0	0	0	221	1	5	16	82	1100	53	109	0	12	341	6	18	37	49	0	0	0	114	4	3	22	0	26	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3s	106	2	124	27	0	149	0	1	0	0	0	0	143	0	0	1	87	695	22	135	0	15	190	21	29	67	58	1	0	0	42	0	0	12	0	13	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fidentity	0	1	2	0	0	7	0	0	0	0	0	0	4	0	0	1	1	21	0	2	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a-native-module-without-prebuild	42	12	179	140	0	428	2	1	0	0	0	0	306	5	0	15	147	1570	47	378	0	4	449	14	29	58	27	0	0	0	38	17	2	16	20	36	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ax5ui-autocomplete	374	34	518	333	34	830	1	27	0	0	0	0	801	16	4	0	191	5283	285	969	0	58	2608	1	157	291	162	0	2	18	642	2	1	116	22	182	264	6	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0
d3-iconarray	50	9	61	40	0	128	0	2	0	0	0	1	88	1	0	16	26	624	28	69	0	7	146	0	7	12	52	0	0	0	0	0	0	9	1	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
data-lasso	12999	1386	11404	14182	270	15006	47	1984	99	9	0	28	17136	773	168	1604	4024	137898	5119	25464	5	2910	42439	1297	2028	7066	4941	312	63	482	7164	66	66	3199	1270	6710	10585	383	0	0	0	7	0	0	0	0	1	0	0	0	0	1	0
dice3d	36	33	65	25	0	153	1	2	0	0	0	2	100	1	0	1	39	705	20	302	0	8	193	7	53	146	21	1	0	0	5	1	1	22	1	45	47	0	0	0	0	9	0	0	0	0	0	0	0	13	4	0	0
dmd	152	75	295	125	0	416	0	21	0	0	0	1	239	3	1	98	93	2546	95	908	0	54	804	10	206	447	156	0	0	0	123	2	0	32	8	177	179	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-transifex-keyvaluejson	21	11	109	56	0	255	10	1	0	0	0	0	156	0	0	0	76	873	12	277	0	3	342	15	38	104	16	0	0	0	27	10	10	6	0	34	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
handle-thing	50	2	134	18	0	147	0	1	0	0	0	0	165	3	0	3	89	680	36	138	0	1	259	8	7	6	46	0	0	0	128	0	0	22	3	44	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
http-sync-4	37	2	47	20	0	62	3	6	0	0	0	0	67	0	2	5	21	479	10	92	0	16	204	4	16	31	10	0	0	0	36	2	3	3	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgl-e	51	114	157	22	0	277	0	7	0	0	0	0	134	3	0	11	123	1386	19	363	0	25	498	9	126	202	77	2	1	2	73	10	0	14	4	42	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jqdom	3	5	3	0	0	11	0	0	0	0	0	0	9	0	0	0	3	44	0	22	0	0	10	0	6	15	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k-react-native-form	7	1	13	0	0	8	0	0	0	0	0	0	12	0	2	0	6	70	4	3	0	1	43	0	3	2	6	0	0	0	20	0	0	6	0	3	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
metalsmith-webpack	1215	148	1210	1016	15	1416	5	140	0	0	0	0	1314	55	46	7	815	12226	638	1460	0	352	2896	79	107	139	1006	3	5	25	123	25	5	380	125	700	888	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-cache	97	3	106	29	0	181	0	4	0	0	0	0	147	4	2	2	68	775	25	161	0	3	316	1	9	21	82	4	0	0	124	0	0	8	10	13	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-asm-ref	1	0	8	1	0	5	0	0	0	0	0	0	5	0	0	1	2	26	3	3	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
postcss-color	17	1	36	56	0	68	1	9	0	0	0	0	32	1	0	6	16	332	11	80	0	7	87	2	4	4	16	0	0	0	0	2	1	8	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qcumber	5	1	23	0	0	38	0	0	0	0	0	0	32	0	0	1	22	118	0	10	0	0	47	3	2	3	7	0	0	0	7	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
react-native-lock-ios	3	0	12	6	0	12	0	0	0	0	0	0	12	0	0	0	6	78	5	11	0	3	27	1	1	8	4	0	0	0	12	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
tdigest	104	96	169	249	0	370	0	15	0	0	0	0	282	34	0	13	87	1733	27	801	0	23	493	51	38	67	40	0	0	0	116	0	0	33	13	197	222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
z-image-preloader	8	1	14	6	0	15	0	0	0	0	0	0	14	0	0	0	9	63	5	8	0	1	15	3	0	0	3	0	0	0	3	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zect	806	136	1136	384	41	1917	2	71	2	0	0	2	1546	6	3	154	606	10425	434	1302	0	267	3075	66	187	352	524	2	14	77	577	5	2	268	18	771	778	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fis-undefined	0	1	8	1	0	21	0	0	0	0	0	0	14	0	0	1	7	46	0	11	0	0	14	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apns	78	5	56	66	1	85	0	0	0	0	0	0	126	6	1	0	30	597	41	118	0	10	328	4	7	12	16	0	0	0	157	2	0	13	8	20	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacon-templates	171	46	533	265	56	885	3	29	0	0	0	0	565	11	0	146	63	3456	245	1025	0	91	642	14	41	120	268	3	14	110	22	11	4	88	31	182	213	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
center-align	0	0	5	2	0	10	0	0	0	0	0	0	4	0	0	0	5	25	0	5	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2js	75	9	111	35	2	234	1	1	0	0	0	0	159	4	0	0	70	1067	28	180	0	8	551	8	21	17	52	0	1	8	87	3	1	20	10	53	53	7	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0
farm-life	4	2	6	9	0	20	0	2	0	0	0	0	4	0	0	0	1	84	4	7	0	2	20	0	0	0	4	0	0	0	0	0	0	1	0	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
jquery.kladr	193	18	332	206	30	718	0	15	0	0	0	0	495	10	11	54	101	3107	152	632	0	64	992	4	52	131	102	0	8	29	26	0	0	59	12	136	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kurento-jsonrpc	180	16	255	143	0	510	4	5	0	0	0	31	508	0	5	37	118	2863	139	369	0	47	783	43	87	171	56	0	0	0	141	23	4	32	3	195	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link-command	88	0	47	21	0	465	0	0	0	0	0	0	400	0	0	0	46	1477	1	318	0	0	624	34	0	0	0	0	0	0	0	0	0	1	0	96	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-postal	10	3	14	4	0	39	0	0	0	0	0	0	29	1	0	1	11	137	1	47	0	0	35	4	8	23	1	0	0	0	0	0	0	0	2	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quick-hull-2d	78	222	140	171	0	212	0	7	0	0	0	0	178	8	0	51	26	1427	37	652	0	5	359	9	14	25	58	0	0	0	4	1	0	88	41	137	141	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quin	14	6	55	15	0	131	0	1	0	0	0	0	60	5	0	16	33	527	4	65	0	0	139	4	2	4	13	0	0	0	7	0	0	2	5	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reusable-forks-queue	17	2	23	9	0	25	0	0	0	0	0	1	39	1	0	2	10	139	11	31	0	2	59	1	1	2	7	0	0	0	24	1	0	2	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
serverless-serve	18	1	50	30	0	90	0	1	0	0	0	1	47	0	3	1	23	444	19	76	0	10	208	1	15	27	13	0	0	0	28	0	0	5	0	19	23	1	0	0	0	4	0	0	0	0	0	0	9	1	1	0	0
slop	6	0	12	3	0	3	0	4	0	0	0	0	6	0	1	2	6	58	3	7	0	0	19	1	1	0	8	0	0	0	13	0	0	7	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sql-formatter	57	12	163	313	1	423	0	0	0	0	0	0	207	1	0	2	119	1215	34	615	0	26	402	12	46	125	63	0	0	0	159	0	0	6	6	62	62	2	0	0	5	6	0	0	0	0	0	0	0	7	4	0	0
three-stlexporter	13	10	18	33	0	16	0	0	0	0	0	0	23	5	0	1	5	298	8	42	0	1	144	9	1	1	4	0	0	0	0	0	0	2	5	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vainilla-js-gallery	33	5	68	29	0	107	0	6	0	0	0	0	89	1	0	5	38	505	21	121	0	7	144	4	12	17	23	1	0	0	1	1	0	17	3	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
what3words	0	0	10	0	0	19	0	0	0	0	0	0	18	0	0	0	9	108	1	19	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wordup	64	17	105	42	0	117	0	6	0	0	0	0	107	10	0	2	51	863	37	81	0	14	294	1	23	41	35	0	0	0	74	1	0	17	1	69	69	3	0	0	0	10	0	0	0	0	2	0	0	6	2	0	0
@belsrccryptkeeper	13	0	56	17	0	64	0	0	0	0	0	0	15	0	0	1	17	301	29	53	0	6	50	30	1	0	48	0	0	0	1	0	0	29	0	10	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
anyslider	111	4	174	425	0	251	0	19	0	0	0	0	192	2	0	18	68	1526	76	447	0	42	333	2	25	87	53	3	0	0	10	0	0	35	4	51	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catbee-i18n-cli	4	3	23	2	0	41	0	1	0	0	0	0	19	0	0	14	3	169	4	17	0	0	35	2	2	9	10	0	0	0	0	0	0	1	0	6	6	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0
creditcard.js	42	19	65	40	0	64	0	5	0	0	0	0	60	6	0	10	36	555	31	160	0	16	101	14	26	56	41	1	0	0	28	4	0	23	8	57	59	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
eval-serialize-buffer	9	2	12	7	0	20	0	0	0	0	0	0	18	1	0	4	6	78	1	26	0	0	13	3	1	0	4	0	0	0	0	1	0	1	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
express-flashyo	6	9	29	2	0	48	0	0	0	0	0	0	47	0	0	0	25	181	2	41	0	2	71	0	8	15	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd-isdom	0	1	9	1	0	38	0	2	0	0	0	0	8	0	0	0	7	78	2	17	0	4	28	0	3	3	7	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fg-loadcss	305	44	421	396	4	513	7	36	3	0	0	0	527	24	9	36	116	3493	189	816	0	102	1116	20	70	231	110	1	2	12	103	4	7	93	40	83	204	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-avionic	45	42	183	101	0	1086	4	29	0	0	0	0	335	0	0	8	116	3009	32	1158	0	55	1428	3	100	155	25	0	0	0	367	19	4	102	0	352	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-d3	1	3	6	0	0	20	0	0	0	0	0	0	16	0	0	0	6	63	0	35	0	0	20	0	12	22	0	0	0	0	14	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-react-c	2	4	18	4	0	53	0	0	0	0	0	0	15	0	0	0	17	107	1	27	0	0	50	0	6	7	5	0	0	0	13	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-transport-xdr	31	6	53	45	4	184	2	15	0	0	0	0	122	0	1	2	39	715	22	183	0	13	233	1	25	58	16	0	1	4	28	0	2	23	0	20	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
less_r2	0	1	5	0	0	12	0	0	0	0	0	0	4	0	0	0	3	45	1	5	0	0	15	1	1	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ng2-material-arioth	33	73	90	31	0	237	3	4	0	0	0	0	127	0	0	19	51	1128	14	556	0	8	289	5	137	354	36	0	0	0	3	0	3	13	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-firefox-connect	9	0	18	2	0	21	0	0	0	0	0	0	26	0	0	2	13	95	3	9	0	0	22	2	0	0	2	0	0	0	4	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nodebb-plugin-sso-smgraphics	28	4	60	29	0	88	1	1	0	0	0	0	84	0	0	1	35	486	18	111	0	3	159	5	17	37	11	0	0	0	1	0	1	6	0	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p2p-test	0	5	7	1	0	23	0	0	0	0	0	0	12	0	0	4	3	79	1	20	0	0	22	5	0	0	1	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qsub	19	1	39	22	0	84	0	0	0	0	0	0	62	1	0	1	33	227	10	48	0	2	115	2	0	0	12	0	0	0	61	1	0	2	1	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shapeways	182	6	312	58	0	635	0	0	0	0	0	0	743	0	1	0	263	3153	45	650	0	9	1093	76	67	76	21	0	0	0	82	0	0	91	0	160	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sticky-cluster	18	4	44	19	0	83	0	2	0	0	0	0	68	0	0	16	22	383	16	62	0	8	74	0	6	13	11	0	0	0	0	0	0	0	5	36	36	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stream-end	1	0	4	0	0	4	0	0	0	0	0	0	5	0	0	1	3	18	0	2	0	0	3	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uploadbutton	24	17	41	15	0	166	0	1	0	0	0	0	93	0	0	0	39	570	2	168	0	6	177	3	41	87	8	0	0	0	14	1	0	0	0	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w11k-select	92	21	175	79	0	213	0	1	0	0	0	0	207	3	1	29	57	1390	68	241	0	24	486	6	62	112	38	0	0	0	4	6	0	7	7	104	104	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fqueue	1	3	6	0	0	11	0	0	0	0	0	0	8	0	0	1	5	34	0	3	0	0	8	0	1	2	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angular.validators	234	16	406	247	0	399	1	13	1	0	0	0	288	10	4	4	225	2596	156	714	0	89	706	13	63	193	270	0	0	0	27	0	1	71	10	104	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2l-intl	131	43	351	195	20	750	0	6	0	0	0	0	484	8	1	21	248	3453	63	1591	0	49	765	37	381	868	61	0	6	28	30	6	0	41	9	254	257	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3-compose	5	0	8	4	0	4	0	0	0	0	0	0	5	3	1	1	1	54	1	4	0	0	12	0	0	0	1	0	0	0	1	0	0	1	4	5	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcpu16	467	138	670	783	102	1312	1	5	0	0	0	4	1189	56	0	19	391	5516	196	2716	0	69	2366	72	79	272	46	0	13	111	749	24	1	70	64	350	393	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doodad-js-io	328	56	816	204	11	1582	5	13	0	0	1	383	916	4	0	10	276	7779	402	940	0	145	3147	67	201	705	137	1	0	0	898	19	5	94	26	306	421	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featherlight	76	43	287	147	0	1022	2	8	0	0	0	0	554	0	4	4	218	2916	52	853	0	40	1200	12	103	260	65	0	0	0	109	1	2	25	2	98	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
htmly	80	26	238	55	0	605	2	5	0	0	0	0	352	0	0	16	169	1826	56	309	0	21	501	10	43	57	73	0	0	0	4	5	2	34	1	104	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
json3	2226	288	2624	2070	51	3853	46	387	10	8	0	4	3142	88	26	472	786	24047	1244	6407	1	1114	6433	153	368	1011	1214	28	20	103	1002	39	47	854	225	1077	1872	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l.control.rose	8	1	11	6	0	22	0	0	0	0	0	0	19	0	0	0	9	149	2	21	0	2	65	2	4	7	4	0	0	0	26	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lazyimage	171	0	20	102	0	15	2	3	0	0	0	0	118	9	0	4	0	578	5	66	0	4	96	3	1	0	3	0	0	0	5	1	2	3	9	23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mens	152	11	166	186	4	334	2	7	0	0	0	0	343	11	13	8	118	1923	85	365	0	23	759	15	64	90	52	0	1	3	95	0	2	33	12	64	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orbitjs	1700	316	3146	2350	61	4305	35	620	31	2	0	0	3118	67	83	599	972	30035	1191	7523	1	986	6276	78	1007	2992	1199	18	21	220	678	38	51	944	156	2336	2781	73	0	0	1	15	0	0	0	0	3	0	0	108	82	0	2
put.io-v1	23	6	24	9	0	16	0	0	0	0	0	0	33	0	3	0	13	153	5	52	0	4	41	1	9	12	3	0	0	0	11	1	0	3	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qordova-http	10	0	8	0	0	10	0	0	0	0	0	0	14	0	0	2	6	61	0	4	0	0	13	2	1	2	5	0	0	0	3	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
redis-search	19	7	41	66	0	74	0	3	0	0	0	0	67	3	4	2	21	399	17	67	0	9	134	3	2	0	7	0	0	0	35	8	0	0	2	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remote_url_to_s3	1	0	8	0	0	16	0	0	0	0	0	0	13	0	0	0	7	62	1	16	0	0	24	0	1	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seleniumwrap	11	0	59	8	0	81	0	0	0	0	0	0	53	0	0	8	34	279	10	28	0	0	90	6	1	2	22	0	0	0	20	2	0	1	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tagarea	171	15	288	360	0	680	3	21	0	0	0	0	361	6	0	12	131	2716	145	649	0	18	1258	9	51	112	116	0	0	0	450	0	3	47	6	151	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
urljs	1242	177	799	1133	17	1838	24	449	1	3	0	2	475	67	43	68	548	14279	255	2247	0	1287	4281	16	223	538	530	513	0	0	434	4	24	628	140	273	970	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v8-perf-shield	6	0	26	12	0	47	0	0	0	0	0	0	39	0	0	0	18	156	8	31	0	3	36	0	0	0	6	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
windows-sid	3	1	23	17	0	48	0	0	0	0	0	0	26	2	0	4	13	182	4	46	0	2	41	4	0	0	9	0	0	0	0	1	0	2	1	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fvalues	1	2	3	0	0	6	0	0	0	0	0	0	5	0	0	2	1	26	0	8	0	1	5	0	1	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
consolify	30	9	97	36	0	198	0	2	0	0	0	0	163	0	0	11	59	689	20	181	0	7	174	0	18	11	12	0	0	0	2	0	0	7	3	28	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
