nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
d-select	18	2	24	3	0	51	0	2	0	0	0	0	54	0	0	2	22	200	6	44	0	3	113	0	4	7	11	0	0	0	38	0	0	4	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3-nelson-rules	15	2	55	59	0	85	0	0	0	0	0	0	66	0	0	9	30	499	16	67	0	7	84	0	9	24	27	0	0	0	0	0	0	4	2	37	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3kit	414	139	731	531	2	1353	2	129	6	0	0	0	856	41	6	131	345	7589	233	1379	0	138	2452	72	244	522	439	0	0	0	858	24	4	153	43	581	682	3	0	8	11	24	0	0	15	0	5	21	0	42	19	11	0
drasil	0	0	3	7	0	7	0	0	0	0	0	0	6	0	0	0	2	29	1	16	0	0	13	0	2	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
error-message-parser	33	0	53	16	0	97	1	2	0	0	0	0	76	0	0	1	41	377	6	110	0	5	182	5	20	28	37	1	0	0	22	4	1	6	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fn-result	9	2	15	3	0	11	1	0	0	0	0	0	16	0	0	0	5	63	4	6	0	0	13	0	0	0	4	0	0	0	6	0	1	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	6	2	0	0
grunt-s3-bucket	4	3	23	15	0	45	0	3	0	0	0	0	31	0	0	3	7	236	9	30	0	5	82	2	8	13	3	0	0	0	10	0	0	1	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt_tiny_i18n	16	11	38	43	0	63	0	1	0	0	0	0	38	0	0	1	23	410	11	119	0	2	110	0	30	67	14	0	0	0	10	0	0	5	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ify	1	0	9	6	0	20	0	0	0	0	0	0	11	0	0	0	6	54	2	24	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-7z	0	0	6	7	0	10	0	0	0	0	0	0	6	0	0	0	5	38	1	24	0	6	13	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-7zip	0	0	4	7	0	6	0	0	0	0	0	0	4	0	0	0	3	27	1	18	0	6	11	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-dom	7	1	11	3	0	4	0	0	0	0	0	0	11	0	0	0	6	47	4	10	0	0	14	0	1	0	5	0	0	0	5	0	0	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kreate	46	13	71	68	8	61	0	10	0	0	0	0	71	8	2	0	15	580	39	176	0	21	176	1	20	59	17	0	1	9	11	0	0	28	9	50	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
poole	11	0	63	23	0	79	1	0	1	0	0	0	65	2	4	0	38	411	14	44	0	12	121	2	4	5	10	0	0	0	21	0	1	7	5	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
primus	1708	197	2523	1378	40	4351	100	191	3	1	0	14	4161	70	28	146	1304	21442	871	5211	0	555	7503	431	432	741	577	17	13	68	1390	99	100	620	134	948	1384	11	0	0	0	45	0	0	0	0	0	0	0	8	4	0	0
q-params	6	2	12	18	0	29	0	2	0	0	0	0	22	0	0	1	6	138	3	43	0	7	52	1	1	0	3	0	0	0	0	1	0	4	0	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdf-parser-n3-browser	1501	78	1188	1616	62	1410	13	114	6	2	0	0	1820	78	20	231	337	11964	810	2986	0	382	3447	150	85	259	596	46	26	190	1104	77	13	453	107	553	703	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
react-filepicker	2589	199	2432	2700	60	4927	55	852	2	1	0	4	2025	207	101	496	1395	38011	712	8350	1	1709	9926	282	652	3044	1119	1217	24	206	783	88	61	1616	189	1495	3226	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
react-inline	43	11	173	58	0	294	1	2	0	0	0	0	155	1	0	60	19	1514	63	156	0	37	381	8	44	32	66	0	0	0	28	2	1	16	1	74	74	0	0	3	1	18	0	0	0	0	5	0	0	3	1	0	0
remi-runner	4	0	23	2	0	34	0	0	0	0	0	0	18	0	0	1	12	131	4	8	0	1	44	1	5	4	8	0	0	0	2	0	0	1	0	10	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
7z-stream	139	18	139	162	12	145	0	18	0	0	0	0	155	32	0	0	32	1347	54	313	0	24	712	44	13	40	31	0	3	13	215	27	0	8	37	133	133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fclone-obj	1	0	3	0	0	8	0	0	0	0	0	0	6	0	0	1	2	39	0	1	0	0	11	0	2	1	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
electron-lite	13	3	11	3	3	18	0	1	0	0	0	0	26	0	0	0	10	97	1	23	0	1	35	0	6	5	1	0	3	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enfsmkdirp	55	29	241	166	0	668	2	10	0	1	0	0	381	9	0	22	127	2408	57	436	0	14	997	3	6	5	29	0	0	0	0	5	3	28	18	128	133	1	0	0	0	8	0	0	0	0	0	0	0	10	6	0	0
extended-listbox	1928	299	2485	1417	26	3004	20	332	10	6	0	0	2561	85	46	163	855	21242	1102	3435	1	1047	6545	78	427	1032	806	61	1	3	923	10	21	650	141	609	1437	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
headless	9	4	18	9	0	30	0	0	0	0	0	0	35	0	0	4	6	132	7	31	0	5	29	2	2	1	1	0	0	0	0	1	0	9	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i3-alt-tab	5	1	9	9	0	28	0	2	2	0	0	0	25	1	0	1	2	137	15	31	0	13	45	0	0	0	3	0	0	0	0	0	0	8	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
kernelspecs	1	4	13	1	0	41	0	1	0	0	0	0	1	0	0	6	0	152	1	8	0	0	44	2	6	10	10	0	0	0	1	1	0	1	0	2	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
mithril-j2c	3	1	3	0	0	4	0	0	0	0	0	0	3	0	0	0	3	23	0	5	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orbit-camera	26	6	18	25	0	38	0	0	0	0	0	0	47	0	0	3	8	252	7	53	0	7	101	1	0	0	3	0	0	0	20	0	0	5	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pgwmodal	8	0	51	30	0	122	1	0	0	0	0	0	56	0	0	0	19	330	27	109	0	11	131	1	6	13	17	0	0	0	0	1	1	16	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qfs-node	35	0	239	81	0	371	0	25	0	0	0	0	289	0	0	0	165	1356	39	247	0	0	369	32	18	34	36	0	0	0	0	0	0	46	0	46	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qing-module	36	8	33	20	0	30	0	5	0	0	0	0	32	1	2	2	17	264	13	36	0	9	80	6	9	3	17	1	0	0	17	5	0	15	1	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
requshar	74	11	141	16	0	235	1	0	0	0	0	0	215	0	0	33	65	1199	37	159	0	23	343	20	51	82	24	0	0	0	63	4	1	18	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rionite	1724	307	2220	1385	49	2530	6	287	9	3	0	2	2420	180	45	188	809	19792	845	3403	0	569	6340	124	412	1101	650	36	14	48	1455	77	6	376	147	1640	1891	24	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0
routemaster	3	2	32	7	0	43	1	0	0	0	0	0	31	1	0	6	19	178	4	30	0	5	38	3	8	12	8	0	0	0	0	2	1	7	1	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3-geo-raster	93	6	39	125	0	72	0	1	1	0	0	0	96	1	0	0	22	579	11	115	0	9	127	1	1	4	29	1	0	0	1	0	0	11	14	7	61	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbox	75	5	158	33	0	299	1	33	0	0	0	0	221	2	1	1	107	1505	45	425	0	15	397	2	57	165	35	1	0	0	1	2	1	21	4	115	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dist-lock	15	6	78	37	0	169	0	4	0	0	0	0	154	0	0	0	64	845	20	158	0	9	299	10	20	35	23	0	0	0	0	0	0	23	0	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dotq	1	1	29	0	0	52	0	0	0	0	0	0	26	0	0	0	27	138	1	18	0	0	74	0	2	2	4	0	0	0	2	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
figlet	193	32	237	186	9	263	1	31	1	0	0	0	260	20	4	23	48	1976	115	591	1	70	517	10	37	86	68	0	0	0	1	7	1	47	28	90	149	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fis3-postpackager-bearmap	5	0	8	4	3	14	0	3	0	0	0	0	10	0	2	0	1	103	4	29	0	4	38	1	0	0	0	0	1	3	0	0	0	4	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gitbook-plugin-localized-footer	4	0	7	6	0	7	1	0	0	0	0	0	6	0	0	0	5	42	1	9	0	1	19	0	0	0	5	0	0	0	7	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hcrawler	19	8	61	56	0	104	0	0	0	0	0	0	78	4	0	0	29	482	22	83	0	4	108	1	3	3	8	0	0	0	5	1	0	3	14	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ipfs-merkle-dag	28	16	130	22	0	495	0	2	0	0	0	0	248	0	0	4	45	1662	28	269	0	9	662	112	16	44	40	0	0	0	69	2	0	10	0	90	90	0	0	0	0	67	0	0	0	0	0	0	0	9	2	0	0
isosurface	54	45	51	176	15	77	0	5	7	0	0	0	58	31	0	1	6	782	20	405	0	2	329	4	3	6	5	11	1	16	0	0	0	10	40	53	95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jadeify	19	10	71	76	0	111	2	5	0	0	0	1	57	3	1	7	29	502	25	125	0	17	118	0	4	5	27	0	0	0	1	3	2	17	3	31	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jimple-builder	26	1	37	54	0	54	0	2	0	0	0	0	46	2	4	1	14	262	14	78	0	4	79	4	4	2	8	0	0	0	12	0	0	2	2	20	22	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0
k9	2	1	5	0	0	5	0	0	0	0	0	0	4	0	0	0	4	16	1	6	0	2	7	0	1	0	3	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
md2xliff	50	9	64	70	0	169	4	7	13	0	0	0	90	0	0	9	23	813	34	219	0	27	306	4	23	58	24	0	0	0	30	3	4	6	4	24	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mongo-heartbeat	10	0	26	11	0	39	0	1	0	0	0	0	39	0	0	2	17	168	8	34	0	2	47	6	7	9	7	0	0	0	12	0	0	1	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p5-controller	147	8	127	58	0	217	0	6	0	1	0	3	249	0	0	6	33	1098	61	199	0	19	631	9	20	25	16	0	0	0	350	0	0	17	1	25	26	0	0	0	0	17	0	0	0	0	2	0	0	22	9	0	0
peekaboo-toggle	9	0	19	13	0	44	0	0	0	0	0	0	22	0	0	1	5	141	9	43	0	4	51	0	2	6	2	0	0	0	7	0	0	5	0	8	8	0	0	0	1	1	0	0	0	0	0	0	0	11	4	0	0
postcss-will-change	0	1	5	2	0	6	0	0	0	0	0	0	3	0	0	1	4	30	1	5	0	1	9	0	1	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tokenize-htmltext	0	1	6	0	0	12	0	0	0	0	0	0	11	0	0	1	5	62	0	15	0	0	33	1	2	6	1	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
webcast-osx-audio	18	6	32	24	0	43	0	3	0	0	0	0	44	0	1	0	16	245	13	77	0	7	103	5	6	25	6	0	0	0	43	0	0	10	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fmiddleware	8	1	30	7	0	62	0	0	0	0	0	0	36	0	0	6	22	201	2	33	0	1	48	1	0	0	21	0	0	0	3	1	0	7	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aureooms-js-convex-hull-2d	202	30	174	285	18	241	1	4	22	0	0	0	288	37	0	6	61	2489	106	375	4	60	492	3	2	11	75	0	5	30	5	2	2	35	63	222	268	17	0	1	6	0	0	0	0	11	0	0	0	0	0	5	0
aws-sdk	8577	3508	11646	8892	180	16242	101	1254	54	7	0	4	14233	374	136	719	4937	107118	5274	107773	1	3422	38255	949	36545	64444	3962	28	77	480	8648	297	102	2728	598	4697	7054	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baked-i18n	10	4	72	32	1	126	2	11	0	0	0	0	37	0	0	2	61	587	9	58	0	10	169	1	13	15	56	2	0	0	7	1	2	25	0	32	32	1	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
des	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	8	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dootify	6	5	12	20	0	36	1	0	0	0	0	0	15	0	0	5	4	118	3	40	0	0	25	0	8	14	6	0	0	0	3	0	1	3	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
expressdi	38	12	88	20	0	140	1	2	0	0	0	0	101	0	1	3	48	678	28	81	0	9	234	11	15	14	32	0	0	0	68	6	1	17	0	34	51	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gron	6	4	22	5	0	48	0	1	0	0	0	0	12	0	1	7	0	187	8	24	0	1	45	2	4	3	16	0	1	3	0	0	0	4	0	19	19	0	0	0	0	4	0	0	0	0	0	0	0	9	4	0	0
gulp-babel-nativescript	56	5	98	66	3	118	0	2	1	0	0	0	91	4	2	21	25	790	50	150	1	18	220	7	10	18	35	1	0	0	1	2	0	13	4	57	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
imap-parser	70	36	96	45	10	139	0	0	0	0	0	0	197	1	0	1	45	685	41	178	0	24	323	19	14	20	3	1	2	15	135	0	0	12	4	24	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kiwi	501	70	738	753	2	1107	10	31	0	0	0	0	997	3	12	113	389	6445	315	1392	0	67	1756	125	131	77	320	0	0	0	200	25	10	143	8	378	392	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ngraph.forcelayout4d	98	8	119	99	0	122	0	4	0	0	0	0	155	31	0	15	39	1105	30	145	0	5	357	22	13	25	25	0	0	0	71	0	0	15	37	82	111	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
outrun	7	2	10	1	0	14	1	0	0	0	0	0	11	0	0	1	5	55	4	14	0	0	19	3	1	1	3	0	0	0	10	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
payform	336	48	275	226	0	330	0	11	0	0	0	0	345	11	0	1	99	2298	157	588	0	74	586	7	29	141	185	17	0	0	16	1	0	69	11	65	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qordova-zip	9	0	10	0	0	12	0	0	0	0	0	0	14	0	0	2	6	68	1	5	0	0	15	1	1	2	6	0	0	0	3	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
serial-number	12	2	35	19	4	40	0	0	0	0	0	0	36	0	0	0	19	157	12	52	0	7	34	1	0	0	3	0	1	4	0	0	0	3	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
simple-basex	37	17	80	43	8	89	0	0	0	0	0	1	94	4	1	4	28	457	26	93	0	5	214	13	4	2	13	0	4	11	131	2	0	9	8	23	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
space-view	0	10	6	0	0	15	0	0	0	0	0	0	5	0	0	0	6	61	0	23	0	0	18	1	6	21	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tiny-human-time	8	4	57	26	0	259	0	6	0	0	0	0	109	0	0	2	55	522	9	261	0	1	120	0	0	0	12	0	0	0	0	0	0	4	0	55	55	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
tinyselect	27	7	34	19	0	120	0	2	0	0	0	0	89	1	0	0	24	528	16	117	0	1	286	0	19	59	5	0	0	0	60	0	0	5	1	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
validate.io-native-function	0	3	11	2	0	12	0	0	0	0	0	0	6	2	0	1	7	66	1	11	0	0	17	0	1	0	2	0	0	0	0	0	0	1	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
validate.io-string-primitive	0	2	8	2	0	10	0	0	0	0	0	0	6	1	0	2	5	38	0	11	0	0	7	1	1	0	2	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verb-generate-readme	62	14	143	26	0	414	0	6	0	0	0	0	284	2	2	7	95	1430	45	347	0	27	465	6	47	65	56	0	0	0	17	1	0	16	6	52	52	1	0	0	0	0	0	0	0	0	0	0	0	34	15	0	0
wait-then	0	0	25	12	0	49	3	0	0	0	0	0	34	0	0	0	19	147	0	23	0	0	59	5	0	0	2	0	0	0	0	0	3	0	0	4	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
avg-stream	11	2	8	4	0	18	0	0	1	0	0	0	21	0	1	1	4	111	7	16	0	1	31	0	5	6	3	0	0	0	2	0	0	4	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
billy-i18n-tool	5	1	31	86	0	55	1	0	4	0	0	0	36	1	2	3	11	296	12	87	0	4	84	0	6	8	4	0	0	0	0	2	1	7	2	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ble-ancs	497	99	906	882	113	1879	0	35	0	0	0	0	1681	48	12	18	384	8158	349	2239	0	64	3284	132	70	150	46	0	8	128	1467	7	0	59	61	495	495	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contra.emitter	16	4	36	10	0	22	0	1	0	0	0	0	32	0	0	3	14	194	14	15	0	10	49	0	5	0	11	0	0	0	3	1	0	9	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-cat	2	0	23	2	0	57	0	0	0	0	0	0	44	0	0	1	15	195	4	26	0	0	62	15	6	7	4	0	0	0	2	0	0	0	1	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HuK	8	3	20	7	0	60	0	0	0	0	0	0	33	0	0	2	15	212	12	35	0	3	78	1	7	9	11	0	0	0	17	0	0	4	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ios-video	15	0	28	12	0	37	2	0	0	0	0	0	41	0	2	12	2	187	11	36	0	2	52	0	1	4	4	0	0	0	4	0	2	3	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.blackandwhite	32	8	93	135	0	181	0	18	0	0	0	0	116	3	2	0	46	985	34	268	0	34	310	2	31	62	22	0	0	0	6	0	0	56	4	27	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery2	1659	233	2108	1491	24	2790	18	275	10	2	0	16	2512	84	42	157	829	18915	902	3248	0	844	5887	99	274	655	770	3	4	26	850	6	18	486	196	537	1384	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maxmin	1	0	3	8	0	7	0	2	0	0	0	0	1	0	0	1	1	32	1	5	0	1	5	0	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
molecule-3d-for-react	18	15	51	15	0	31	0	0	0	0	0	0	25	0	0	0	12	381	18	85	0	7	115	7	22	63	18	0	0	0	0	2	0	8	1	26	26	1	0	0	0	25	0	0	0	0	1	0	0	6	2	0	1
moz-rev-all	132	79	329	88	0	807	0	8	1	0	0	0	670	15	9	3	262	3259	40	851	0	10	1511	63	79	161	44	0	0	0	123	1	0	11	15	212	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ndarray-canvas	10	4	7	6	0	31	0	0	0	0	0	0	10	2	0	2	3	119	2	33	0	1	29	0	0	0	5	1	0	0	0	0	0	3	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-http-server	70	1	116	52	0	133	0	0	3	0	0	3	122	0	13	24	15	1160	63	171	0	8	475	13	39	126	30	0	0	0	108	0	0	20	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	40	18	0	0
object-x	17	12	16	38	10	74	0	5	0	0	0	3	19	0	0	7	2	281	13	81	0	2	59	4	5	9	12	0	3	17	0	8	0	0	0	19	19	0	0	0	0	5	0	0	0	0	0	0	0	28	15	0	0
parse-torrent-file	27	16	36	15	0	90	0	1	0	0	0	0	68	1	0	5	21	449	14	53	0	11	193	4	3	5	8	0	0	0	0	1	0	6	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
picomoon	0	0	4	9	0	12	0	0	0	0	0	0	1	0	0	0	3	44	0	16	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	10	5	0	0
pretty-dropdowns	18	3	54	113	10	224	0	12	0	0	0	0	100	1	0	0	18	653	44	269	0	13	242	3	3	12	8	0	1	10	11	0	0	11	2	15	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
punycode	23	6	76	95	2	99	0	8	0	0	0	0	70	5	0	4	30	541	20	82	0	9	109	1	0	0	15	0	0	0	0	1	0	0	11	54	55	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
simple2d-geometry	30	1	33	136	0	18	0	0	0	0	0	0	39	0	0	0	29	460	3	126	0	8	323	21	0	0	27	0	0	0	111	2	0	9	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tiny-log	2	4	31	17	0	68	2	0	0	0	0	0	36	0	0	7	8	282	12	73	0	13	72	4	6	20	14	0	0	0	2	0	2	6	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
validate.io-nonpositive-integer	2	2	8	2	0	13	0	0	0	0	0	0	9	1	0	2	5	51	0	11	0	1	11	0	1	0	2	0	0	0	0	0	0	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wixtoolset-compiler	4	1	14	9	0	14	0	0	0	0	0	0	14	1	0	0	4	75	7	19	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aws4	87	10	165	99	1	575	0	6	0	0	0	0	389	1	0	9	126	2084	53	787	0	49	1084	49	78	169	38	0	0	0	133	0	0	35	3	133	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ev-store	4	0	4	0	0	9	0	0	0	0	0	0	7	0	0	1	2	44	1	7	0	0	12	0	1	0	1	0	0	0	0	0	0	1	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f-lazyload	110	4	107	104	4	163	0	16	0	0	0	0	183	4	4	2	39	1135	40	198	0	30	470	2	14	42	12	0	2	6	48	0	0	8	4	44	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geo-to-cartesian	2	3	12	34	0	42	1	0	0	0	0	0	16	2	0	3	5	180	0	37	0	0	49	0	0	0	4	0	0	0	2	0	1	3	2	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geocomplete	34	2	96	50	0	132	0	1	0	0	0	0	111	0	0	2	39	695	46	103	0	10	382	6	12	56	14	0	0	0	179	0	0	13	0	24	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-sequence	5	7	25	6	0	56	0	1	0	0	0	0	39	1	0	5	18	159	7	58	0	1	46	1	1	0	9	0	0	0	0	1	0	5	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id3-writer-cli	11	2	26	12	0	36	2	0	0	0	0	0	18	0	0	0	16	179	6	20	0	2	68	5	6	4	10	0	0	0	18	4	2	4	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.cardswipe	54	56	186	78	8	394	0	6	2	0	0	0	305	2	0	4	105	1934	91	484	0	14	526	27	66	227	66	0	2	10	20	4	0	42	4	202	202	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
libphonenumber	18357	10238	35827	19655	514	102866	403	1413	107	14	0	38	74000	1271	175	8410	14384	447697	9021	111790	7	4986	200879	7485	2781	5125	10573	72	157	985	26054	547	466	5460	1904	21485	21950	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
literate-programming-lib	1117	176	1263	1316	26	1537	22	16	22	0	0	0	1561	49	9	0	422	10510	525	2222	0	101	3289	13	53	38	341	0	4	34	317	0	22	142	0	849	1052	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
machinepack-segment	2	0	12	0	0	20	0	0	0	0	0	0	7	0	0	0	10	170	7	20	0	9	43	5	14	32	10	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-irecarga	2	0	43	10	0	46	1	0	0	0	0	0	40	0	0	0	23	296	9	35	0	4	58	0	14	47	2	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nodebot-workshop	25	17	231	73	4	460	18	5	0	0	0	0	311	6	2	14	132	1924	34	467	0	2	719	23	48	72	42	0	0	0	31	4	18	12	7	102	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
repass	30	16	86	42	0	225	5	0	0	0	0	0	120	0	0	0	48	796	38	187	0	25	331	6	29	57	18	0	0	0	69	2	5	22	0	28	28	0	0	0	0	13	0	0	0	0	11	0	0	10	5	1	0
svg-filter	9	0	54	24	0	47	0	0	0	0	0	0	15	1	1	3	16	240	32	41	0	1	111	6	0	0	32	0	0	0	58	0	0	10	3	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
